,height1,width1,height2,width2,shape,area,size,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,SAV_end_yr01,SAV_end_yr02,SAV_end_yr03,SAV_end_yr04,FP_end_yr01,FP_end_yr02,FP_end_yr03,FP_end_yr04,TOTALN_end_yr01,TOTALN_end_yr02,TOTALN_end_yr03,TOTALN_end_yr04
215,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,2.99E-05,NA,NA,NA,100,NA,NA,NA,1.102794165,NA,NA,NA
216,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,0.000945764,NA,NA,NA,100,NA,NA,NA,1.129620749,NA,NA,NA
217,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,0.000372741,NA,NA,NA,100,NA,NA,NA,1.11561148,NA,NA,NA
218,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,0.000541781,NA,NA,NA,100,NA,NA,NA,0.985962391,NA,NA,NA
219,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,0.006223983,NA,NA,NA,100,NA,NA,NA,0.954065669,NA,NA,NA
220,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,30,30,100,45,45,100,3000,4500,0,0,0,300000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,3.50E-07,NA,NA,NA,100,NA,NA,NA,1.351846721,NA,NA,NA
221,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,45,45,100,1,1,100,4500,100,0,0,0,450000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,0.271331726,NA,NA,NA,100,NA,NA,NA,1.138679885,NA,NA,NA
222,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,45,45,100,5,5,100,4500,500,0,0,0,450000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,2.40E-05,NA,NA,NA,100,NA,NA,NA,1.298060107,NA,NA,NA
223,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,45,45,100,15,15,100,4500,1500,0,0,0,450000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,2.10E-06,NA,NA,NA,100,NA,NA,NA,1.317966102,NA,NA,NA
224,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,45,45,100,30,30,100,4500,3000,0,0,0,450000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,4.60E-07,NA,NA,NA,100,NA,NA,NA,1.182549061,NA,NA,NA
225,100,100,5,5,rectangle,10000,large,1,1,600,1,9,2.25,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,1.22E-05,NA,NA,NA,100,NA,NA,NA,0.296926971,NA,NA,NA
226,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,98.29406669,100,100,100,0.232626951,4.87E-05,8.59E-09,1.51E-12,3.04E-08,1.00E-08,1.00E-08,1.00E-08
227,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,97.38094863,100,100,100,0.464364123,0.000100869,1.78E-08,3.13E-12,1.00E-08,1.00E-08,1.00E-08,1.00E-08
228,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,89.67235637,100,100,100,0.719159125,0.000213564,3.77E-08,6.64E-12,1.00E-08,1.00E-08,1.00E-08,1.00E-08
229,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,87.27197825,100,100,100,0.901457681,0.000298715,5.27E-08,9.29E-12,1.20E-06,1.00E-08,1.00E-08,1.00E-08
230,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,76.95245927,100,100,100,1.506497757,0.000834888,1.47E-07,2.60E-11,0.000319419,1.00E-08,1.00E-08,1.00E-08
231,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.026318754,4.72E-06,8.32E-10,1.47E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
232,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.087041975,1.56E-05,2.75E-09,4.85E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
233,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.160626738,2.89E-05,5.09E-09,8.98E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
234,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.231619411,4.19E-05,7.39E-09,1.30E-12,1.00E-08,1.00E-08,1.00E-08,1.00E-08
235,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.29390904,5.36E-05,9.45E-09,1.67E-12,1.00E-08,1.00E-08,1.00E-08,1.00E-08
236,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.008814531,1.56E-06,2.75E-10,4.85E-14,9.97E-09,1.00E-08,1.00E-08,1.00E-08
237,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.03913331,6.96E-06,1.23E-09,2.16E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
238,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.077794398,1.38E-05,2.44E-09,4.30E-13,9.98E-09,1.00E-08,1.00E-08,1.00E-08
239,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.11753766,2.10E-05,3.70E-09,6.52E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
240,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.183084728,3.28E-05,5.78E-09,1.02E-12,1.00E-08,1.00E-08,1.00E-08,1.00E-08
241,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.00481046,8.51E-07,1.50E-10,2.64E-14,1.00E-08,1.00E-08,1.00E-08,1.00E-08
242,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.018760064,3.32E-06,5.85E-10,1.03E-13,9.94E-09,1.00E-08,1.00E-08,1.00E-08
243,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.052073619,9.22E-06,1.63E-09,2.87E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
244,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.091846646,1.63E-05,2.88E-09,5.08E-13,9.99E-09,1.00E-08,1.00E-08,1.00E-08
245,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,30,30,100,45,45,100,3000,4500,0,0,0,300000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.129479759,2.31E-05,4.07E-09,7.17E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
246,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,45,45,100,1,1,100,4500,100,0,0,0,450000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.003372589,5.95E-07,1.05E-10,1.85E-14,1.00E-08,1.00E-08,1.00E-08,1.00E-08
247,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,45,45,100,5,5,100,4500,500,0,0,0,450000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.015048044,2.66E-06,4.69E-10,8.26E-14,1.00E-08,1.00E-08,1.00E-08,1.00E-08
248,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,45,45,100,15,15,100,4500,1500,0,0,0,450000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.063183275,1.12E-05,1.97E-09,3.48E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
249,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,45,45,100,30,30,100,4500,3000,0,0,0,450000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.074186077,1.32E-05,2.32E-09,4.09E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
250,100,100,5,5,rectangle,10000,large,1,1,150,4,1,0.25,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.107159193,1.91E-05,3.36E-09,5.92E-13,1.00E-08,1.00E-08,1.00E-08,1.00E-08
251,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.32048869,100,100,100,1.129734986,0.000915163,6.86E-07,5.14E-10,0.000447752,1.00E-08,1.00E-08,1.00E-08
252,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,83.23979033,99.67852828,100,100,2.653164874,0.005151014,3.92E-06,2.93E-09,0.000297414,1.00E-08,1.00E-08,1.00E-08
253,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,49.77848274,99.89044235,100,100,7.761988152,0.068511404,5.21E-05,3.91E-08,0.000104655,1.00E-08,1.00E-08,1.00E-08
254,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,23.17782727,96.83521801,100,100,25.99041964,0.329647111,0.000309637,2.32E-07,0.003307345,1.00E-08,1.00E-08,1.00E-08
255,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,18.43496272,93.22880999,100,100,30.71677741,0.50680853,0.000614329,4.61E-07,0.004218393,1.00E-08,1.00E-08,1.00E-08
256,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.072153156,5.41E-05,4.05E-08,3.04E-11,1.00E-08,1.00E-08,1.00E-08,1.00E-08
257,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.306406509,0.000230854,1.73E-07,1.30E-10,1.00E-08,1.00E-08,1.00E-08,1.00E-08
258,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.93710703,100,100,100,1.03141317,0.000808632,6.06E-07,4.54E-10,0.00055017,1.00E-08,1.00E-08,1.00E-08
259,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.96487859,100,100,100,0.974354871,0.000755335,5.66E-07,4.24E-10,1.00E-08,1.00E-08,1.00E-08,1.00E-08
260,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,92.64719235,100,100,100,3.906052408,0.005354213,4.01E-06,3.01E-09,1.00E-08,1.00E-08,1.00E-08,1.00E-08
261,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.025587193,1.92E-05,1.44E-08,1.08E-11,1.00E-08,1.00E-08,1.00E-08,1.00E-08
262,100,100,5,5,rectangle,10000,large,1,1,150,4,2,0.5,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.108792748,8.17E-05,6.12E-08,4.59E-11,9.89E-09,1.00E-08,1.00E-08,1.00E-08
